id,spec,grade,wear,temp,target_torque,speed,label,label_name,source,workstation_id,workstation_name,device_no,operator,workshop,batch_id,record_time
E0726,M16,12.9,2,50.0,180.0,162.39,1,欠拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-02,2026-08-01 17:29:10
B0414,M16,8.8,0,20.0,180.0,132.44,0,合格,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-02,2026-08-01 17:29:28
E0445,M12,8.8,0,-10.0,80.0,146.92,0,合格,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-04,2026-08-01 17:30:21
B0670,M16,8.8,0,20.0,180.0,117.3,0,合格,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-06,2026-08-01 17:30:41
B0443,M20,8.8,0,20.0,320.0,186.84,0,合格,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-03,2026-08-01 17:31:10
E1231,M20,8.8,0,-10.0,320.0,119.31,3,滑牙,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-02,2026-08-01 17:31:25
E1561,M12,8.8,0,-10.0,80.0,157.61,4,虚拧,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-01,2026-08-01 17:37:46
E0695,M20,10.9,1,20.0,320.0,140.97,1,欠拧,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-06,2026-08-01 17:39:16
B0948,M24,8.8,0,20.0,520.0,153.98,2,过拧,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-03,2026-08-01 17:39:17
E1007,M20,10.9,1,20.0,320.0,159.55,2,过拧,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-06,2026-08-01 17:40:11
E0158,M16,10.9,1,20.0,180.0,178.04,0,合格,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-04,2026-08-01 17:40:27
B0604,M24,8.8,0,20.0,520.0,137.84,0,合格,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-01,2026-08-01 17:41:15
E1280,M24,10.9,1,20.0,520.0,114.17,3,滑牙,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-02,2026-08-01 17:41:52
E0619,M20,8.8,0,-10.0,320.0,172.42,1,欠拧,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-05,2026-08-01 17:44:59
E1527,M20,12.9,2,50.0,320.0,192.4,4,虚拧,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-04,2026-08-01 17:49:07
B0823,M20,8.8,0,20.0,320.0,176.27,1,欠拧,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-02,2026-08-01 17:49:47
E0142,M16,8.8,0,-10.0,180.0,145.67,0,合格,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-06,2026-08-01 17:51:04
E1178,M16,10.9,1,20.0,180.0,134.38,2,过拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-01,2026-08-01 17:52:45
B0682,M16,8.8,0,20.0,180.0,150.4,0,合格,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-03,2026-08-01 17:53:36
E0636,M24,12.9,2,50.0,520.0,154.01,1,欠拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-03,2026-08-01 17:55:16
E1034,M16,10.9,1,20.0,180.0,120.28,2,过拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-01,2026-08-01 17:56:08
E0328,M24,8.8,0,-10.0,520.0,147.51,0,合格,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-04,2026-08-01 17:57:02
E1010,M16,10.9,1,20.0,180.0,111.03,2,过拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-01,2026-08-01 17:57:34
E0908,M24,10.9,1,20.0,520.0,182.44,2,过拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-05,2026-08-01 17:58:59
B0721,M12,8.8,0,20.0,80.0,149.34,1,欠拧,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-01,2026-08-01 18:01:03
E1536,M24,12.9,2,50.0,520.0,141.89,4,虚拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-06,2026-08-01 18:03:10
E0245,M12,10.9,1,20.0,80.0,133.1,0,合格,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-02,2026-08-01 18:03:22
B0100,M24,8.8,0,20.0,520.0,119.99,0,合格,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-01,2026-08-01 18:03:43
B0620,M24,8.8,0,20.0,520.0,121.41,0,合格,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-05,2026-08-01 18:03:47
B0118,M16,8.8,0,20.0,180.0,156.56,0,合格,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-06,2026-08-01 18:03:55
B0769,M12,8.8,0,20.0,80.0,114.2,1,欠拧,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-01,2026-08-01 18:04:29
B0241,M12,8.8,0,20.0,80.0,178.69,0,合格,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-01,2026-08-01 18:05:46
B0306,M16,8.8,0,20.0,180.0,164.97,0,合格,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-05,2026-08-01 18:05:52
B0462,M16,8.8,0,20.0,180.0,152.48,0,合格,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-02,2026-08-01 18:06:16
B0329,M12,8.8,0,20.0,80.0,142.75,0,合格,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-05,2026-08-01 18:10:15
B1090,M16,8.8,0,20.0,180.0,168.94,4,虚拧,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-03,2026-08-01 18:11:41
B1187,M20,8.8,0,20.0,320.0,127.68,4,虚拧,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-03,2026-08-01 18:15:11
E0763,M20,8.8,0,-10.0,320.0,134.04,1,欠拧,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-05,2026-08-01 18:15:49
B0834,M16,8.8,0,20.0,180.0,143.48,2,过拧,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-05,2026-08-01 18:17:51
E1319,M20,10.9,1,20.0,320.0,131.02,3,滑牙,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-06,2026-08-01 18:18:47
E0412,M24,8.8,0,-10.0,520.0,120.41,0,合格,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-01,2026-08-01 18:20:51
B0528,M24,8.8,0,20.0,520.0,163.43,0,合格,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-06,2026-08-01 18:21:31
B0408,M24,8.8,0,20.0,520.0,124.52,0,合格,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-06,2026-08-01 18:21:38
E1102,M16,8.8,0,-10.0,180.0,190.15,2,过拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-06,2026-08-01 18:21:41
B1063,M20,8.8,0,20.0,320.0,154.0,3,滑牙,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-02,2026-08-01 18:22:19
B0256,M24,8.8,0,20.0,520.0,148.97,0,合格,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-04,2026-08-01 18:24:20
B0924,M24,8.8,0,20.0,520.0,188.75,2,过拧,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-03,2026-08-01 18:26:57
B0522,M16,8.8,0,20.0,180.0,122.87,0,合格,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-05,2026-08-01 18:31:28
E0735,M20,12.9,2,50.0,320.0,162.23,1,欠拧,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-04,2026-08-01 18:33:48
E1130,M16,10.9,1,20.0,180.0,139.17,2,过拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-01,2026-08-01 18:34:27
B0752,M24,8.8,0,20.0,520.0,123.79,1,欠拧,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-02,2026-08-01 18:38:25
B0975,M20,8.8,0,20.0,320.0,117.49,3,滑牙,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-04,2026-08-01 18:39:02
E0407,M20,10.9,1,20.0,320.0,134.43,0,合格,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-06,2026-08-01 18:39:06
B0457,M12,8.8,0,20.0,80.0,126.06,0,合格,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-01,2026-08-01 18:40:15
E1689,M12,12.9,2,50.0,80.0,164.62,4,虚拧,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-03,2026-08-01 18:41:06
B0938,M16,8.8,0,20.0,180.0,177.94,2,过拧,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-01,2026-08-01 18:41:15
E0375,M20,12.9,2,50.0,320.0,144.22,0,合格,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-04,2026-08-01 18:41:27
E1691,M20,10.9,1,20.0,320.0,167.29,4,虚拧,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-03,2026-08-01 18:41:55
E0498,M16,12.9,2,50.0,180.0,168.03,0,合格,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-05,2026-08-01 18:45:17
E0863,M20,10.9,1,20.0,320.0,135.93,1,欠拧,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-06,2026-08-01 18:45:54
E1463,M20,10.9,1,20.0,320.0,145.28,3,滑牙,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-06,2026-08-01 18:46:57
E0477,M12,12.9,2,50.0,80.0,173.52,0,合格,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-06,2026-08-01 18:47:04
E0324,M24,12.9,2,50.0,520.0,143.54,0,合格,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-03,2026-08-01 18:49:57
B1104,M24,8.8,0,20.0,520.0,128.76,4,虚拧,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-06,2026-08-01 18:50:54
E1439,M20,10.9,1,20.0,320.0,140.29,3,滑牙,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-06,2026-08-01 18:52:27
E0281,M12,10.9,1,20.0,80.0,156.95,0,合格,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-05,2026-08-01 18:54:24
B0273,M12,8.8,0,20.0,80.0,158.77,0,合格,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-03,2026-08-01 18:54:28
B0357,M12,8.8,0,20.0,80.0,130.88,0,合格,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-06,2026-08-01 18:54:39
B0182,M16,8.8,0,20.0,180.0,136.83,0,合格,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-04,2026-08-01 18:57:59
E0808,M24,8.8,0,-10.0,520.0,157.19,1,欠拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-04,2026-08-01 18:58:03
E0770,M16,10.9,1,20.0,180.0,125.74,1,欠拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-01,2026-08-01 19:00:25
E0813,M12,12.9,2,50.0,80.0,185.05,1,欠拧,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-06,2026-08-01 19:01:42
B0390,M16,8.8,0,20.0,180.0,179.24,0,合格,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-02,2026-08-01 19:02:11
B0961,M12,8.8,0,20.0,80.0,111.8,3,滑牙,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-01,2026-08-01 19:02:52
E1108,M24,8.8,0,-10.0,520.0,159.16,2,过拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-01,2026-08-01 19:03:13
E0337,M12,8.8,0,-10.0,80.0,131.67,0,合格,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-01,2026-08-01 19:03:21
E1686,M16,12.9,2,50.0,180.0,147.37,4,虚拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-02,2026-08-01 19:03:33
B1046,M16,8.8,0,20.0,180.0,147.32,3,滑牙,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-04,2026-08-01 19:03:36
B0536,M24,8.8,0,20.0,520.0,182.81,0,合格,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-02,2026-08-01 19:03:36
E1022,M16,10.9,1,20.0,180.0,169.53,2,过拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-04,2026-08-01 19:05:07
E0029,M12,10.9,1,20.0,80.0,185.42,0,合格,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-02,2026-08-01 19:05:20
B0058,M16,8.8,0,20.0,180.0,162.42,0,合格,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-03,2026-08-01 19:06:31
B0884,M24,8.8,0,20.0,520.0,116.34,2,过拧,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-05,2026-08-01 19:10:31
E0206,M16,10.9,1,20.0,180.0,187.34,0,合格,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-04,2026-08-01 19:11:30
E1049,M12,10.9,1,20.0,80.0,135.08,2,过拧,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-05,2026-08-01 19:12:44
E1592,M24,10.9,1,20.0,520.0,120.52,4,虚拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-02,2026-08-01 19:12:52
B0533,M12,8.8,0,20.0,80.0,185.52,0,合格,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-02,2026-08-01 19:13:19
E0455,M20,10.9,1,20.0,320.0,123.93,0,合格,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-06,2026-08-01 19:15:02
B0847,M20,8.8,0,20.0,320.0,168.77,2,过拧,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-02,2026-08-01 19:15:19
E0747,M20,12.9,2,50.0,320.0,181.87,1,欠拧,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-01,2026-08-01 19:18:33
E1668,M24,12.9,2,50.0,520.0,113.05,4,虚拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-03,2026-08-01 19:20:30
B0750,M16,8.8,0,20.0,180.0,178.96,1,欠拧,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-02,2026-08-01 19:20:52
E1227,M20,12.9,2,50.0,320.0,133.49,3,滑牙,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-01,2026-08-01 19:21:30
B0937,M12,8.8,0,20.0,80.0,113.84,2,过拧,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-01,2026-08-01 19:22:13
E0495,M20,12.9,2,50.0,320.0,122.91,0,合格,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-04,2026-08-01 19:31:15
E0654,M16,12.9,2,50.0,180.0,129.63,1,欠拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-02,2026-08-01 19:32:32
E1460,M24,10.9,1,20.0,520.0,155.43,3,滑牙,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-05,2026-08-01 19:33:44
B0083,M20,8.8,0,20.0,320.0,140.26,0,合格,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-03,2026-08-01 19:34:10
B0287,M20,8.8,0,20.0,320.0,172.37,0,合格,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-06,2026-08-01 19:35:36
E0708,M24,12.9,2,50.0,520.0,113.39,1,欠拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-03,2026-08-01 19:36:37
B0178,M16,8.8,0,20.0,180.0,152.15,0,合格,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-03,2026-08-01 19:36:41
E1733,M12,10.9,1,20.0,80.0,111.29,4,虚拧,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-02,2026-08-01 19:40:14
E1169,M12,10.9,1,20.0,80.0,128.25,2,过拧,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-05,2026-08-01 19:41:04
E0895,M20,8.8,0,-10.0,320.0,174.62,1,欠拧,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-02,2026-08-01 19:41:36
E1233,M12,12.9,2,50.0,80.0,114.23,3,滑牙,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-03,2026-08-01 19:41:57
E0287,M20,10.9,1,20.0,320.0,131.99,0,合格,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-06,2026-08-01 19:42:17
E0356,M24,10.9,1,20.0,520.0,187.01,0,合格,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-05,2026-08-01 19:43:03
E0578,M16,10.9,1,20.0,180.0,180.21,0,合格,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-01,2026-08-01 19:43:36
E1520,M24,10.9,1,20.0,520.0,161.01,4,虚拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-02,2026-08-01 19:45:51
E0736,M24,8.8,0,-10.0,520.0,180.27,1,欠拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-04,2026-08-01 19:46:39
B1076,M24,8.8,0,20.0,520.0,184.34,4,虚拧,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-05,2026-08-01 19:47:24
E0741,M12,12.9,2,50.0,80.0,164.93,1,欠拧,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-06,2026-08-01 19:50:11
B0350,M16,8.8,0,20.0,180.0,171.17,0,合格,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-04,2026-08-01 19:51:06
B0623,M20,8.8,0,20.0,320.0,162.96,0,合格,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-06,2026-08-01 19:53:19
B0041,M12,8.8,0,20.0,80.0,119.16,0,合格,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-05,2026-08-01 19:53:47
E0650,M16,10.9,1,20.0,180.0,118.07,1,欠拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-01,2026-08-01 19:54:08
E0437,M12,10.9,1,20.0,80.0,143.7,0,合格,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-02,2026-08-01 19:54:32
E0396,M24,12.9,2,50.0,520.0,174.45,0,合格,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-03,2026-08-01 19:54:54
B0532,M24,8.8,0,20.0,520.0,191.07,0,合格,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-01,2026-08-01 19:55:05
B1078,M16,8.8,0,20.0,180.0,116.34,4,虚拧,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-06,2026-08-01 19:56:43
B0467,M20,8.8,0,20.0,320.0,121.05,0,合格,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-03,2026-08-01 19:56:59
E1396,M24,8.8,0,-10.0,520.0,115.77,3,滑牙,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-01,2026-08-01 19:57:23
B0187,M20,8.8,0,20.0,320.0,148.24,0,合格,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-05,2026-08-01 19:58:02
B0168,M24,8.8,0,20.0,520.0,132.06,0,合格,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-06,2026-08-01 20:01:19
E1097,M12,10.9,1,20.0,80.0,183.57,2,过拧,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-05,2026-08-01 20:03:07
E1000,M24,8.8,0,-10.0,520.0,186.74,2,过拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-04,2026-08-01 20:04:27
B0703,M20,8.8,0,20.0,320.0,158.98,1,欠拧,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-02,2026-08-01 20:04:32
E1128,M24,12.9,2,50.0,520.0,173.64,2,过拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-06,2026-08-01 20:05:45
E1740,M24,12.9,2,50.0,520.0,117.13,4,虚拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-03,2026-08-01 20:09:31
B0685,M12,8.8,0,20.0,80.0,169.86,0,合格,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-04,2026-08-01 20:11:47
B1193,M12,8.8,0,20.0,80.0,133.0,4,虚拧,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-05,2026-08-01 20:15:37
E1334,M16,10.9,1,20.0,180.0,166.05,3,滑牙,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-04,2026-08-01 20:15:52
B0262,M16,8.8,0,20.0,180.0,112.35,0,合格,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-06,2026-08-01 20:16:57
E0233,M12,10.9,1,20.0,80.0,158.8,0,合格,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-05,2026-08-01 20:19:34
B0704,M24,8.8,0,20.0,520.0,139.68,1,欠拧,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-02,2026-08-01 20:19:58
E1250,M16,10.9,1,20.0,180.0,152.71,3,滑牙,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-01,2026-08-01 20:22:52
E1605,M12,12.9,2,50.0,80.0,127.97,4,虚拧,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-06,2026-08-01 20:23:41
E0903,M20,12.9,2,50.0,320.0,127.49,2,过拧,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-04,2026-08-01 20:23:45
E0851,M20,10.9,1,20.0,320.0,174.34,1,欠拧,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-03,2026-08-01 20:24:16
E0416,M24,10.9,1,20.0,520.0,151.6,0,合格,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-02,2026-08-01 20:27:07
B1032,M24,8.8,0,20.0,520.0,142.74,3,滑牙,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-06,2026-08-01 20:27:20
B0908,M24,8.8,0,20.0,520.0,132.39,2,过拧,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-05,2026-08-01 20:27:54
E1731,M20,12.9,2,50.0,320.0,122.98,4,虚拧,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-01,2026-08-01 20:32:32
B0411,M20,8.8,0,20.0,320.0,193.07,0,合格,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-01,2026-08-01 20:32:52
B0544,M24,8.8,0,20.0,520.0,109.35,0,合格,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-04,2026-08-01 20:34:27
B0259,M20,8.8,0,20.0,320.0,113.54,0,合格,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-05,2026-08-01 20:36:47
E1170,M16,12.9,2,50.0,180.0,151.69,2,过拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-05,2026-08-01 20:37:29
B0761,M12,8.8,0,20.0,80.0,159.63,1,欠拧,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-05,2026-08-01 20:40:19
E1278,M16,12.9,2,50.0,180.0,147.87,3,滑牙,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-02,2026-08-01 20:40:55
E1168,M24,8.8,0,-10.0,520.0,124.36,2,过拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-04,2026-08-01 20:41:34
E1048,M24,8.8,0,-10.0,520.0,137.8,2,过拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-04,2026-08-01 20:41:51
E0947,M20,10.9,1,20.0,320.0,172.86,2,过拧,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-03,2026-08-01 20:42:18
B0661,M12,8.8,0,20.0,80.0,159.67,0,合格,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-04,2026-08-01 20:43:25
B0230,M16,8.8,0,20.0,180.0,131.41,0,合格,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-04,2026-08-01 20:43:39
E0832,M24,8.8,0,-10.0,520.0,169.86,1,欠拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-04,2026-08-01 20:45:39
E0205,M12,8.8,0,-10.0,80.0,155.56,0,合格,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-04,2026-08-01 20:46:18
B1174,M16,8.8,0,20.0,180.0,113.91,4,虚拧,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-06,2026-08-01 20:46:49
E0683,M20,10.9,1,20.0,320.0,191.97,1,欠拧,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-03,2026-08-01 20:48:14
E1075,M20,8.8,0,-10.0,320.0,182.19,2,过拧,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-05,2026-08-01 20:48:14
E0502,M16,8.8,0,-10.0,180.0,180.63,0,合格,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-06,2026-08-01 20:50:52
B0392,M24,8.8,0,20.0,520.0,169.58,0,合格,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-02,2026-08-01 20:54:26
B0251,M20,8.8,0,20.0,320.0,122.69,0,合格,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-03,2026-08-01 20:55:15
E0686,M16,10.9,1,20.0,180.0,167.92,1,欠拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-04,2026-08-01 20:55:24
E1181,M12,10.9,1,20.0,80.0,153.54,2,过拧,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-02,2026-08-01 20:55:44
E1283,M20,10.9,1,20.0,320.0,167.9,3,滑牙,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-03,2026-08-01 20:58:51
B0349,M12,8.8,0,20.0,80.0,149.21,0,合格,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-04,2026-08-01 21:00:37
B1106,M16,8.8,0,20.0,180.0,178.13,4,虚拧,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-01,2026-08-01 21:01:36
B0469,M12,8.8,0,20.0,80.0,141.82,0,合格,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-04,2026-08-01 21:03:56
E1413,M12,12.9,2,50.0,80.0,178.3,3,滑牙,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-06,2026-08-01 21:03:56
B0564,M24,8.8,0,20.0,520.0,156.28,0,合格,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-03,2026-08-01 21:04:04
E0439,M20,8.8,0,-10.0,320.0,166.75,0,合格,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-02,2026-08-01 21:07:45
E0729,M12,12.9,2,50.0,80.0,135.98,1,欠拧,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-03,2026-08-01 21:08:24
B0023,M20,8.8,0,20.0,320.0,165.37,0,合格,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-06,2026-08-01 21:08:36
E1726,M16,8.8,0,-10.0,180.0,177.09,4,虚拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-06,2026-08-01 21:09:44
